Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776276807,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276808,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276809,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276810,15,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276811,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276812,25,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276813,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276814,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276815,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276816,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276817,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276818,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276819,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276820,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276821,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276822,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276823,30,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776276824,30,,Aggregated,0.000000,0.000000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,1,0,16977.8566039995,16977.8566039995,16977.8566039995,16977.8566039995,35.0
1776276825,30,,Aggregated,0.000000,0.000000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,5,0,16977.8566039995,16598.609115399995,15813.973240999985,16977.8566039995,35.0
1776276826,30,,Aggregated,0.000000,0.000000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,11,0,16977.8566039995,16400.799577818114,15813.973240999985,16977.8566039995,35.09090909090909
1776276827,30,,Aggregated,0.100000,0.000000,16000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,13,0,16000,16309.588120999882,15807.894986000065,16977.8566039995,35.0
1776276828,30,,Aggregated,0.500000,0.000000,16000,16000,17000,17000,17000,17000,17000,17000,17000,17000,17000,18,0,16000,13731.236308833257,841.4862509998784,16977.8566039995,35.166666666666664
1776276829,30,,Aggregated,1.100000,0.000000,17000,17000,18000,19000,21000,22000,22000,22000,22000,22000,22000,33,0,17000,14687.076672515162,683.729523000693,21553.924253999867,44.39393939393939
1776276830,30,,Aggregated,1.300000,0.000000,16000,17000,18000,19000,21000,22000,22000,22000,22000,22000,22000,44,0,16000,12639.194497772725,683.729523000693,22172.835975999988,54.45454545454545
1776276831,30,,Aggregated,2.200000,0.000000,16000,17000,17000,18000,21000,22000,22000,22000,22000,22000,22000,49,0,16000,11461.01037389796,205.13397400009126,22172.835975999988,58.87755102040816
1776276832,30,,Aggregated,3.700000,0.000000,16000,17000,17000,18000,21000,22000,22000,22000,22000,22000,22000,50,0,16000,11255.014212240007,205.13397400009126,22172.835975999988,58.4
1776276833,30,,Aggregated,4.800000,0.000000,16000,17000,17000,18000,21000,22000,22000,22000,22000,22000,22000,51,0,16000,11071.668441686279,205.13397400009126,22172.835975999988,57.96078431372549
1776276834,30,,Aggregated,4.800000,0.000000,16000,17000,17000,18000,21000,22000,22000,22000,22000,22000,22000,60,0,3300,9705.39718805003,205.13397400009126,22172.835975999988,54.55
1776276835,30,,Aggregated,5.000000,0.000000,3600,16000,17000,17000,20000,22000,22000,22000,22000,22000,22000,76,0,3500,8401.079976671088,205.13397400009126,22172.835975999988,55.03947368421053
1776276836,30,,Aggregated,6.000000,0.000000,3400,16000,17000,17000,19000,21000,22000,22000,22000,22000,22000,84,0,3300,7783.8165429047995,193.65879599990876,22172.835975999988,59.357142857142854
1776276837,30,,Aggregated,6.000000,0.000000,3300,16000,16000,17000,19000,21000,22000,22000,22000,22000,22000,88,0,3300,7464.867327715949,193.65879599990876,22172.835975999988,58.72727272727273
1776276838,30,,Aggregated,6.000000,0.000000,3300,4600,16000,17000,19000,21000,22000,22000,22000,22000,22000,89,0,3300,7395.500420078688,193.65879599990876,22172.835975999988,58.46067415730337
1776276839,30,,Aggregated,7.700000,0.000000,3000,4000,16000,17000,18000,21000,22000,22000,22000,22000,22000,98,0,3000,6880.065638704125,193.65879599990876,22172.835975999988,56.97959183673469
1776276840,30,,Aggregated,7.600000,0.000000,2800,3600,16000,16000,18000,21000,22000,22000,22000,22000,22000,116,0,2800,6192.750055543144,193.65879599990876,22172.835975999988,57.46551724137931
1776276841,30,,Aggregated,6.700000,0.000000,2600,3500,4600,16000,17000,20000,22000,22000,22000,22000,22000,121,0,2600,5970.204696694258,106.61831300058111,22172.835975999988,58.611570247933884
1776276842,30,,Aggregated,6.300000,0.000000,2600,3500,4600,16000,17000,20000,22000,22000,22000,22000,22000,123,0,2600,5885.807423138247,106.61831300058111,22172.835975999988,58.22764227642276
1776276843,30,,Aggregated,6.300000,0.000000,2600,3500,4600,16000,17000,20000,22000,22000,22000,22000,22000,123,0,2600,5885.807423138247,106.61831300058111,22172.835975999988,58.22764227642276
1776276844,30,,Aggregated,7.300000,0.000000,2500,3300,4400,16000,17000,20000,22000,22000,22000,22000,22000,128,0,2500,5722.62895363285,106.61831300058111,22172.835975999988,57.34375
1776276845,30,,Aggregated,7.300000,0.000000,2500,3300,4300,16000,17000,20000,22000,22000,22000,22000,22000,130,0,2400,5649.983835769267,106.61831300058111,22172.835975999988,57.0
1776276846,30,,Aggregated,6.300000,0.000000,2900,3800,4400,16000,17000,20000,22000,22000,22000,22000,22000,150,0,2800,5394.112725066688,106.61831300058111,22172.835975999988,56.82666666666667
1776276847,30,,Aggregated,6.700000,0.000000,2900,3800,4500,5000,17000,20000,22000,22000,22000,22000,22000,160,0,2800,5218.029205418772,106.61831300058111,22172.835975999988,60.04375
1776276848,30,,Aggregated,6.700000,0.000000,2900,3800,4500,5000,17000,20000,22000,22000,22000,22000,22000,160,0,2800,5218.029205418772,106.61831300058111,22172.835975999988,60.04375
1776276849,30,,Aggregated,6.900000,0.000000,2800,3800,4400,4800,17000,19000,22000,22000,22000,22000,22000,162,0,2800,5170.897995660514,106.61831300058111,22172.835975999988,59.73456790123457
